Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Wang, G., Ge, M., Lu, L., Jia, Y., Zhao, Y.","57216488549;57196473730;57200122375;7401504093;37000276500;","Study on propagation efficiency and fidelity of subthreshold signal in feed-forward hybrid neural network under electromagnetic radiation",2021,"Nonlinear Dynamics","103","3",,"2627","2643",,3,"10.1007/s11071-021-06247-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100501336&doi=10.1007%2fs11071-021-06247-z&partnerID=40&md5=42e5f6ee845647ab53469ae52574f339",Article,"Final","",Scopus,2-s2.0-85100501336
"Naro, A., Maggio, M.G., Leo, A., Calabrò, R.S.","37037984000;57198766614;55774547800;16416609700;","Multiplex and Multilayer Network EEG Analyses: A Novel Strategy in the Differential Diagnosis of Patients with Chronic Disorders of Consciousness",2021,"International Journal of Neural Systems","31","2","2050052","","",,3,"10.1142/S0129065720500525","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092739288&doi=10.1142%2fS0129065720500525&partnerID=40&md5=027a0c1309c42737e15a2a6ba57c9d19",Article,"Final","",Scopus,2-s2.0-85092739288
"Chen, W., Yang, Z., Wu, T.","56493423000;55573691900;36135046300;","Evolution of cooperation driven by collective interdependence on multilayer networks",2021,"Applied Mathematics and Computation","388",,"125532","","",,3,"10.1016/j.amc.2020.125532","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088645551&doi=10.1016%2fj.amc.2020.125532&partnerID=40&md5=e8f4084b1f8bcc6dddb97b0b17b2f2fd",Article,"Final","",Scopus,2-s2.0-85088645551
"Ren, Z.-M., Zeng, A., Zhang, Y.-C.","55711511000;36060573400;56063328000;","Bridging nestedness and economic complexity in multilayer world trade networks",2020,"Humanities and Social Sciences Communications","7","1","156","","",,3,"10.1057/s41599-020-00651-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096580837&doi=10.1057%2fs41599-020-00651-3&partnerID=40&md5=3e00352c17ac71b8057badcad2d844cf",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85096580837
"Criado-Alonso, A., Battaner-Moro, E., Aleja, D., Romance, M., Criado, R.","57218570155;57218561901;56215321800;15731654400;6603726429;","Using complex networks to identify patterns in specialty mathematical language: a new approach",2020,"Social Network Analysis and Mining","10","1","69","","",,3,"10.1007/s13278-020-00684-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089583566&doi=10.1007%2fs13278-020-00684-1&partnerID=40&md5=56b01a25799e9c4bdf457863aa8ebb29",Article,"Final","",Scopus,2-s2.0-85089583566
"Hervías-Parejo, S., Tur, C., Heleno, R., Nogales, M., Timóteo, S., Traveset, A.","57219423317;55358873700;26326324000;7003555503;35604980600;7004408177;","Species functional traits and abundance as drivers of multiplex ecological networks: First empirical quantification of inter-layer edge weights: Pollination-seed dispersal networks",2020,"Proceedings of the Royal Society B: Biological Sciences","287","1939","20202127","","",,3,"10.1098/rspb.2020.2127rspb20202127","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096816754&doi=10.1098%2frspb.2020.2127rspb20202127&partnerID=40&md5=8699f14b38713488b9c6d88a3ba2b2e8",Article,"Final","",Scopus,2-s2.0-85096816754
"Zhang, L., Wu, Y.","57219702712;56093387900;","Synchronizability of Multilayer Networks With K-nearest-neighbor Topologies",2020,"Frontiers in Physics","8",,"571507","","",,3,"10.3389/fphy.2020.571507","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094866680&doi=10.3389%2ffphy.2020.571507&partnerID=40&md5=55bf0eb39f178fac56736d9fba887f6e",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85094866680
"Bukh, A.V., Strelkova, G.I., Anishchenko, V.S.","57193423875;6603074246;7005745068;","Synchronization features of target wave structures with an incoherent center",2020,"Chaos, Solitons and Fractals","139",,"110002","","",,3,"10.1016/j.chaos.2020.110002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086703465&doi=10.1016%2fj.chaos.2020.110002&partnerID=40&md5=de8206b9d957124f87bb220a9f0fb70c",Article,"Final","",Scopus,2-s2.0-85086703465
"Sharma, A.K., Singh, D., Singh, V., Verma, N.K.","57225853968;57192378851;57199964794;8716349600;","Aerodynamic modeling of ATTAS aircraft using mamdani fuzzy inference network",2020,"IEEE Transactions on Aerospace and Electronic Systems","56","5",,"3566","3576",,3,"10.1109/TAES.2020.2975447","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079903526&doi=10.1109%2fTAES.2020.2975447&partnerID=40&md5=503ce1cc4860b683c7e3284e6162bf35",Article,"Final","",Scopus,2-s2.0-85079903526
"Aleta, A., De Arruda, G.F., Moreno, Y.","56102265700;36666074500;7004893698;","Data-driven contact structures: From homogeneous mixing to multilayer networks",2020,"PLoS Computational Biology","16","7","e1008035","","",,3,"10.1371/journal.pcbi.1008035","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088848397&doi=10.1371%2fjournal.pcbi.1008035&partnerID=40&md5=c2c83bec733b1b593e48db84ef633766",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85088848397
"Amelio, A., Mangioni, G., Tagarelli, A.","37120005500;6602212145;7004259889;","Modularity in Multilayer Networks Using Redundancy-Based Resolution and Projection-Based Inter-Layer Coupling",2020,"IEEE Transactions on Network Science and Engineering","7","3","8698859","1198","1214",,3,"10.1109/TNSE.2019.2913325","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085329218&doi=10.1109%2fTNSE.2019.2913325&partnerID=40&md5=83c241e82fec290b241127825a10ef8a",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85085329218
"Li, X., Zhang, X., Zhao, C., Yi, D., Li, G.","57216635607;55866349300;7403563741;7101808580;57217670592;","Identifying highly influential nodes in multilayer networks based on global propagation",2020,"Chaos","30","6","061107","","",,3,"10.1063/5.0005602","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087471106&doi=10.1063%2f5.0005602&partnerID=40&md5=62e49deabab2c59c5cb8a59ce438aab0",Article,"Final","",Scopus,2-s2.0-85087471106
"Zhang, Y., Li, Y., Li, M., Ma, J.","57195435322;57212661320;57217070489;56808402600;","Method to enhance traffic capacity for multilayer networks",2020,"International Journal of Modern Physics B","34","13","2050140","","",,3,"10.1142/S0217979220501404","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086040244&doi=10.1142%2fS0217979220501404&partnerID=40&md5=2325956e909a1288f6e5f636ea0782ff",Article,"Final","",Scopus,2-s2.0-85086040244
"Atkisson, C., Górski, P.J., Jackson, M.O., Hołyst, J.A., D'Souza, R.M.","36727153700;57200784467;7404069278;55667560500;15724297700;","Why understanding multiplex social network structuring processes will help us better understand the evolution of human behavior",2020,"Evolutionary anthropology","29","3",,"102","107",,3,"10.1002/evan.21850","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086622198&doi=10.1002%2fevan.21850&partnerID=40&md5=2af0b2a1c8bdef01ecf44169640d4063",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85086622198
"Chen, W., Jiang, M., Jiang, C.","57212625483;57208655861;56591090400;","Constructing a multilayer network for stock market",2020,"Soft Computing","24","9",,"6345","6361",,3,"10.1007/s00500-019-04026-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065435939&doi=10.1007%2fs00500-019-04026-y&partnerID=40&md5=5186a2deb82f163d704577bdc60f77ef",Article,"Final","",Scopus,2-s2.0-85065435939
"Cai, L., Wei, X., Wang, J., Yi, G., Lu, M., Dong, Y.","56808614500;24537812900;7701311704;51061647400;55366712400;57216472326;","Characterization of network switching in disorder of consciousness at multiple time scales",2020,"Journal of Neural Engineering","17","2","026024","","",,3,"10.1088/1741-2552/ab79f5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083622691&doi=10.1088%2f1741-2552%2fab79f5&partnerID=40&md5=16737c616908fa1e1215c558f90ee286",Article,"Final","",Scopus,2-s2.0-85083622691
"Daley, K., Zhao, K., Belykh, I.V.","57194378061;56718993100;6603668997;","Synchronizability of directed networks: The power of non-existent ties",2020,"Chaos","30","4","043102","","",,3,"10.1063/1.5134920","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083118245&doi=10.1063%2f1.5134920&partnerID=40&md5=06fe489662d40f8c4f6ecb6fe04f95a0",Article,"Final","",Scopus,2-s2.0-85083118245
"Chen, D., Du, P., Jiang, Q., Huang, X., Wang, D.","55554104900;57215420930;57215420047;56200119400;55713244100;","A feasible community detection algorithm for multilayer networks",2020,"Symmetry","12","2","223","","",,3,"10.3390/sym12020223","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080956531&doi=10.3390%2fsym12020223&partnerID=40&md5=df6f09c56b4004f0da1d1975487ef67c",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85080956531
"Ramírez-Arroyo, A., Zapata-Cano, P.H., Palomares-Caballero, Á., Carmona-Murillo, J., Luna-Valero, F., Valenzuela-Valdés, J.F.","57215305872;57211410622;57206661433;25928966100;57222491937;16025891200;","Multilayer network optimization for 5G &amp; 6G",2020,"IEEE Access","8",,,"204295","204308",,3,"10.1109/ACCESS.2020.3036744","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102881158&doi=10.1109%2fACCESS.2020.3036744&partnerID=40&md5=6397d3db437a170438c6f04ca253869d",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85102881158
"Guan, S.G.","7101750424;","Explosive synchronization in complex networks",2020,"Scientia Sinica: Physica, Mechanica et Astronomica","50","1","010504","","",,3,"10.1360/SSPMA-2019-0135","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099421175&doi=10.1360%2fSSPMA-2019-0135&partnerID=40&md5=2f26f0a4c549658da91e950f23b656fa",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85099421175
"Montiglio, P.O., Gotanda, K.M., Kratochwil, C.F., Laskowski, K.L., Farine, D.R.","25642006800;36116754400;25723426700;55620225800;55349664100;","Hierarchically embedded interaction networks represent a missing link in the study of behavioral and community ecology",2020,"Behavioral Ecology","31","2",,"279","286",,3,"10.1093/BEHECO/ARZ168","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099109214&doi=10.1093%2fBEHECO%2fARZ168&partnerID=40&md5=419208eb4af2ce8c5df60e842d17ba83",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85099109214
"Silva, T.C., Guerra, S.M., Tabak, B.M.","36884157600;23049888700;6602910863;","Fiscal risk and financial fragility",2020,"Emerging Markets Review",,,"100711","","",,3,"10.1016/j.ememar.2020.100711","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087026189&doi=10.1016%2fj.ememar.2020.100711&partnerID=40&md5=d85c549357f147a3bf505315a3cd4dc9",Article,"Article in Press","All Open Access, Green",Scopus,2-s2.0-85087026189
"Dou, X.","55860181500;","Big data and smart aviation information management system",2020,"Cogent Business and Management","7","1","1766736","","",,3,"10.1080/23311975.2020.1766736","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085176597&doi=10.1080%2f23311975.2020.1766736&partnerID=40&md5=e9ad13a56a818938768ffd86c488f706",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85085176597
"Zhang, X., Li, D.","57215614350;56586999900;","How the individuals' memory affects the evolution of prisoners' dilemma game in the two-layer network",2020,"EPL","129","1","10002","","",,3,"10.1209/0295-5075/129/10002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081357181&doi=10.1209%2f0295-5075%2f129%2f10002&partnerID=40&md5=aa3a49f0ef9827309ae1e20b4138e575",Article,"Final","",Scopus,2-s2.0-85081357181
"Gao, Z.-K., Lv, D.-M., Dang, W.-D., Liu, M.-X., Hong, X.-L.","24921442300;57205409274;57102963900;57205404697;57205401449;","Multilayer Network from Multiple Entropies for Characterizing Gas-Liquid Nonlinear Flow Behavior",2020,"International Journal of Bifurcation and Chaos","30","1","2050014","","",,3,"10.1142/S0218127420500145","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079501917&doi=10.1142%2fS0218127420500145&partnerID=40&md5=1a9a92512bba1f02a4da9ee972e0e54a",Article,"Final","",Scopus,2-s2.0-85079501917
"Song, C., Liu, W., Liu, Z., Liu, X.","57188835729;57200697133;57188838905;57218313547;","User abnormal behavior recommendation via multilayer network",2019,"PLoS ONE","14","12","e0224684","","",,3,"10.1371/journal.pone.0224684","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076168156&doi=10.1371%2fjournal.pone.0224684&partnerID=40&md5=ef350d4e568aa3037949e439db62fabf",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85076168156
"Rubin, D.N., Bassett, D.S., Ready, R.","57209316984;15047396100;57195462817;","Uncovering dynamic stock return correlations with multilayer network analysis",2019,"Applied Network Science","4","1","31","","",,3,"10.1007/s41109-019-0132-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067335912&doi=10.1007%2fs41109-019-0132-5&partnerID=40&md5=2443013fabdb2569e9da113270d2e4a8",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85067335912
"Kotani, H., Yokomatsu, M.","57188980026;6603231714;","Quantitative evaluation of the roles of community events and artifacts for social network formation: a multilayer network model of a community of practice",2019,"Computational and Mathematical Organization Theory","25","4",,"428","463",,3,"10.1007/s10588-018-9277-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049578041&doi=10.1007%2fs10588-018-9277-5&partnerID=40&md5=177e549af0c8ec0e3b40aaff42330735",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85049578041
"Khalaf, A.J.M., Alsaadi, F.E., Alsaadi, F.E., Pham, V.-T., Rajagopal, K.","55658335000;57204294532;23566767000;36998895200;57201190869;","Synchronization in a multiplex network of gene oscillators",2019,"Physics Letters, Section A: General, Atomic and Solid State Physics","383","31","125919","","",,3,"10.1016/j.physleta.2019.125919","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071676991&doi=10.1016%2fj.physleta.2019.125919&partnerID=40&md5=b79f1cd38bd50dd62a8d5418b37153db",Article,"Final","",Scopus,2-s2.0-85071676991
"Marsa-Maestre, I., Gimenez-Guzman, J.M., Orden, D., de la Hoz, E., Klein, M.","15755928200;36784814000;57188785706;57213128242;7404419605;","REACT: reactive resilience for critical infrastructures using graph-coloring techniques",2019,"Journal of Network and Computer Applications","145",,"102402","","",,3,"10.1016/j.jnca.2019.07.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069646490&doi=10.1016%2fj.jnca.2019.07.003&partnerID=40&md5=afd02c0dbcf5c816cf4bc9b24aa5b091",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85069646490
"An, F., Gao, X., Guan, J., Jiang, M., Liu, Q.","57027234400;35306883700;24801961000;57189902041;57026585500;","Detecting the significant nodes in two-layer flow networks: an interlayer non-failure cascading effect perspective",2019,"European Physical Journal: Special Topics","228","11",,"2475","2490",,3,"10.1140/epjst/e2019-800196-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074054314&doi=10.1140%2fepjst%2fe2019-800196-2&partnerID=40&md5=6947e65fb06ca0e6587eef4e77d5013e",Article,"Final","",Scopus,2-s2.0-85074054314
"Wang, X., Aleta, A., Lu, D., Moreno, Y.","56462258300;56102265700;57215192816;7004893698;","Directionality reduces the impact of epidemics in multilayer networks",2019,"New Journal of Physics","21","9","093026","","",,3,"10.1088/1367-2630/ab3dd0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076288008&doi=10.1088%2f1367-2630%2fab3dd0&partnerID=40&md5=6c5a6bcb2669b72799523531035dc301",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85076288008
"Bai, Y., Du, Z., Zhang, C., Zhao, X.","57184684900;36720537900;55767513300;55577834400;","Sentinel surveillance of traffic conditions with multilayer network",2019,"Journal of Ambient Intelligence and Humanized Computing","10","8",,"3123","3131",,3,"10.1007/s12652-018-0865-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049563053&doi=10.1007%2fs12652-018-0865-5&partnerID=40&md5=6c17c0882f5d12d7f5a26d89ac50d9ff",Article,"Final","",Scopus,2-s2.0-85049563053
"Huang, Y., Dai, H.","56337579000;7402206925;","Multiplex Conductance and Gossip Based Information Spreading in Multiplex Networks",2019,"IEEE Transactions on Network Science and Engineering","6","3","8361051","391","401",,3,"10.1109/TNSE.2018.2838104","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047195808&doi=10.1109%2fTNSE.2018.2838104&partnerID=40&md5=e256623aa941f953b63543979b811459",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85047195808
"Zhang, L., Ren, J.","57201265819;7403083555;","Inhomogeneous percolation on multilayer networks",2019,"Journal of Statistical Mechanics: Theory and Experiment","2019","3","033204","","",,3,"10.1088/1742-5468/ab02ea","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065657622&doi=10.1088%2f1742-5468%2fab02ea&partnerID=40&md5=17b5fe44093720045134f753635ed819",Article,"Final","",Scopus,2-s2.0-85065657622
"Formichini, M., Cimini, G., Pugliese, E., Gabrielli, A.","57206778362;36781874700;26021474200;57208761172;","Influence of technological innovations on industrial production: A motif analysis on the multilayer network",2019,"Entropy","21","2","126","","",,3,"10.3390/e21020126","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061962052&doi=10.3390%2fe21020126&partnerID=40&md5=7b3e77cd54c2f7c7f7b075833eb0cd39",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85061962052
"Lv, L.-S., Zhang, K., Zhang, T., Ma, M.-Y.","57205558641;56335673500;57205554058;57207467774;","Nodes and layers PageRank centrality for multilayer networks",2019,"Chinese Physics B","28","2","020501","","",,3,"10.1088/1674-1056/28/2/020501","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062487789&doi=10.1088%2f1674-1056%2f28%2f2%2f020501&partnerID=40&md5=1993f772e94e5f1a54160250961af7b9",Article,"Final","",Scopus,2-s2.0-85062487789
"Papakostas, D., Eshghi, S., Katsaros, D., Tassiulas, L.","57204888514;55301102300;7005894738;36562504600;","Distributed algorithms for multi-layer connected edge dominating sets",2019,"IEEE Control Systems Letters","3","1",,"31","36",,3,"10.1109/LCSYS.2018.2850921","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057639013&doi=10.1109%2fLCSYS.2018.2850921&partnerID=40&md5=9481ce324555b0efa07562d30904f490",Article,"Final","",Scopus,2-s2.0-85057639013
"Sayama, H.","7006442975;","Graph product multilayer networks: Spectral properties and applications",2018,"Journal of Complex Networks","6","3",,"430","447",,3,"10.1093/comnet/cnx042","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050720719&doi=10.1093%2fcomnet%2fcnx042&partnerID=40&md5=27fbdfba0172ff133a3304b24d60b6e7",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85050720719
"Jurjiu, A., Turcu, F., Galiceanu, M.","6506497511;55348790100;56347553700;","Dynamics of a complex multilayer polymer network: Mechanical relaxation and energy transfer",2018,"Polymers","10","2","164","","",,3,"10.3390/polym10020164","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041700711&doi=10.3390%2fpolym10020164&partnerID=40&md5=5363ef7eb08e9f3938eb46c9c478dad8",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85041700711
"Fujiwara, Y., Lee, J., Ishikawa, T., Kakei, S., Izawa, J.","10539861900;55690063200;56317982600;7004147719;7003942369;","Diverse coordinate frames on sensorimotor areas in visuomotor transformation",2017,"Scientific Reports","7","1","14950","","",,3,"10.1038/s41598-017-14579-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032790667&doi=10.1038%2fs41598-017-14579-3&partnerID=40&md5=bce1ae9cebf574bcd2b4271ca8bdcfa8",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85032790667
"Aguilar-Velázquez, D., Guzmán-Vargas, L.","57023997500;23088057300;","Synchronization and 1/f signals in interacting small-world networks",2017,"Chaos, Solitons and Fractals","104",,,"418","425",,3,"10.1016/j.chaos.2017.08.034","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028853713&doi=10.1016%2fj.chaos.2017.08.034&partnerID=40&md5=db70beedd22f807ffa1040ae5cbc7b75",Article,"Final","",Scopus,2-s2.0-85028853713
"Pilosof, S., Greenbaum, G., Krasnov, B.R., Zelnik, Y.R.","36133600300;56455287300;7005730748;35812691000;","Asymmetric disease dynamics in multihost interconnected networks",2017,"Journal of Theoretical Biology","430",,,"237","244",,3,"10.1016/j.jtbi.2017.07.020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026757440&doi=10.1016%2fj.jtbi.2017.07.020&partnerID=40&md5=c6f5ef79ee5192b7071ea238879c8d98",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85026757440
"Wang, D., Zou, X.","57092331700;7203047857;","CONTROL ENERGY AND CONTROLLABILITY OF MULTILAYER NETWORKS",2017,"Advances in Complex Systems","20","4-5","1750008","","",,3,"10.1142/S0219525917500084","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028530293&doi=10.1142%2fS0219525917500084&partnerID=40&md5=cf5be3a8c3bc479b7831e1729c40d033",Article,"Final","",Scopus,2-s2.0-85028530293
"Schöendienst, T., Vokkarane, V.M.","57195358238;6602400758;","Reducing Greenhouse Gas Emissions With Power Source-Aware Multidomain Multilayer Networks",2017,"IEEE Systems Journal","11","2",,"673","683",,3,"10.1109/JSYST.2015.2448599","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027467256&doi=10.1109%2fJSYST.2015.2448599&partnerID=40&md5=d4a207a36166323031c212f31a11b709",Article,"Final","",Scopus,2-s2.0-85027467256
"Ma, X., Zhou, H., Li, Z.","57222068519;57226394429;57092376600;","On the resilience of modern power systems: A complex network perspective",2021,"Renewable and Sustainable Energy Reviews","152",,"111646","","",,2,"10.1016/j.rser.2021.111646","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115029636&doi=10.1016%2fj.rser.2021.111646&partnerID=40&md5=5e242b19fc7a3d37a4d43b6ece77307c",Article,"Final","",Scopus,2-s2.0-85115029636
"Zhang, Y., Latora, V., Motter, A.E.","57194571577;7003540219;6701853261;","Unified treatment of synchronization patterns in generalized networks with higher-order, multilayer, and temporal interactions",2021,"Communications Physics","4","1","195","","",,2,"10.1038/s42005-021-00695-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113691913&doi=10.1038%2fs42005-021-00695-0&partnerID=40&md5=335833a3992b89de91338a3bdd3f8072",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85113691913
"Paluch, R., Gajewski, Ł.G., Suchecki, K., Hołyst, J.A.","56647879400;57189617768;8310905300;55667560500;","Impact of interactions between layers on source localization in multilayer networks",2021,"Physica A: Statistical Mechanics and its Applications","582",,"126238","","",,2,"10.1016/j.physa.2021.126238","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109494537&doi=10.1016%2fj.physa.2021.126238&partnerID=40&md5=77a09d1182ca25139edcc22807fbdd21",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85109494537
"Cai, Q., Alam, S., Pratama, M., Liu, J.","55369157500;12793249800;57207799513;35230430700;","Robustness Evaluation of Multipartite Complex Networks Based on Percolation Theory",2021,"IEEE Transactions on Systems, Man, and Cybernetics: Systems","51","10",,"6244","6257",,2,"10.1109/TSMC.2019.2960156","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115277171&doi=10.1109%2fTSMC.2019.2960156&partnerID=40&md5=f09396395acfed8ba7a80ad633e739d2",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85115277171
"Garrett, K.A.","35576201400;","Impact network analysis and the ina r package: Decision support for regional management interventions",2021,"Methods in Ecology and Evolution","12","9",,"1634","1647",,2,"10.1111/2041-210X.13655","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109378544&doi=10.1111%2f2041-210X.13655&partnerID=40&md5=23573c289237a09f27fedf1dccbba581",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85109378544
"Karthikeyan, A., Moroz, I., Rajagopal, K., Duraisamy, P.","42261836300;7006426672;57201190869;57191493615;","Effect of temperature sensitive ion channels on the single and multilayer network behavior of an excitable media with electromagnetic induction",2021,"Chaos, Solitons and Fractals","150",,"111144","","",,2,"10.1016/j.chaos.2021.111144","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108581989&doi=10.1016%2fj.chaos.2021.111144&partnerID=40&md5=eae7ea3795b54c56c5c8c4b7b6917adc",Article,"Final","",Scopus,2-s2.0-85108581989
"Ibrahim, A.A., Lonardi, A., De Bacco, C.","57226822888;56717631400;56156609900;","Optimal transport in multilayer networks for traffic flow optimization",2021,"Algorithms","14","7","189","","",,2,"10.3390/a14070189","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109273841&doi=10.3390%2fa14070189&partnerID=40&md5=6ff41ccb8b74c3bf09bedb04c8988edf",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85109273841
"Rybalova, E.V., Zakharova, A., Strelkova, G.I.","57189659228;16204716100;6603074246;","Interplay between solitary states and chimeras in multiplex neural networks",2021,"Chaos, Solitons and Fractals","148",,"111011","","",,2,"10.1016/j.chaos.2021.111011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106301823&doi=10.1016%2fj.chaos.2021.111011&partnerID=40&md5=604c814110c311cc66b2488c33208158",Article,"Final","",Scopus,2-s2.0-85106301823
"Karimi, F., Green, D., Matous, P., Varvarigos, M., Khalilpour, K.R.","56245433700;7404386312;36053423200;57216485297;23985049500;","Network of networks: A bibliometric analysis",2021,"Physica D: Nonlinear Phenomena","421",,"132889","","",,2,"10.1016/j.physd.2021.132889","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103930573&doi=10.1016%2fj.physd.2021.132889&partnerID=40&md5=a27e64f8c00834a6dd888b310f84548d",Article,"Final","",Scopus,2-s2.0-85103930573
"Yuvaraj, M., Dey, A.K., Lyubchich, V., Gel, Y.R., Poor, H.V.","57212464992;57202348225;56814941600;15062733300;55665272100;","Topological clustering of multilayer networks",2021,"Proceedings of the National Academy of Sciences of the United States of America","118","21","e2019994118","","",,2,"10.1073/pnas.2019994118","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106149096&doi=10.1073%2fpnas.2019994118&partnerID=40&md5=03efced5be7fae8298f952ca6a355085",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85106149096
"Šterk, M., Bombek, L.K., Klemen, M.S., Rupnik, M.S., Marhl, M., Stožer, A., Gosak, M.","57203635760;21934460300;55912962800;57202648735;7003903434;35590650000;12783091900;","NMDA receptor inhibition increases, synchronizes, and stabilizes the collective pancreatic beta cell activity: Insights through multilayer network analysis",2021,"PLoS Computational Biology","17","5","e1009002","","",,2,"10.1371/journal.pcbi.1009002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106214150&doi=10.1371%2fjournal.pcbi.1009002&partnerID=40&md5=f092d386d35e6591ba919e4cd429b646",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85106214150
"Wang, X., Cui, X., Ding, C., Li, D., Cheng, C., Wang, B., Xiang, J.","57215676116;52163321700;57219335796;57197284951;55902491700;57188575338;35786904300;","Deficit of Cross-Frequency Integration in Mild Cognitive Impairment and Alzheimer's Disease: A Multilayer Network Approach",2021,"Journal of Magnetic Resonance Imaging","53","5",,"1387","1398",,2,"10.1002/jmri.27453","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096776751&doi=10.1002%2fjmri.27453&partnerID=40&md5=25a02bb2614299308ea69f745512e1d3",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85096776751
